"ocid","release_id","id","awardID","title","description","status","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays","amount","currency","dateSigned"
"ocds-5wno2w-CE-20230002343509-55685","CE-20230002343509-55685-2023-02-28T04:26:53.144Z","CE-20230002343509-contract","CE-20230002343509","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343400-443199","CE-20230002343400-443199-2023-02-28T04:26:52.740Z","CE-20230002343400-contract","CE-20230002343400","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343401-443199","CE-20230002343401-443199-2023-02-28T04:26:52.757Z","CE-20230002343401-contract","CE-20230002343401","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343402-443199","CE-20230002343402-443199-2023-02-28T04:26:52.773Z","CE-20230002343402-contract","CE-20230002343402","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343403-443199","CE-20230002343403-443199-2023-02-28T04:26:52.786Z","CE-20230002343403-contract","CE-20230002343403","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343404-443199","CE-20230002343404-443199-2023-02-28T04:26:52.801Z","CE-20230002343404-contract","CE-20230002343404","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343405-443199","CE-20230002343405-443199-2023-02-28T04:26:52.814Z","CE-20230002343405-contract","CE-20230002343405","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343406-443199","CE-20230002343406-443199-2023-02-28T04:26:52.837Z","CE-20230002343406-contract","CE-20230002343406","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343448-457506","CE-20230002343448-457506-2023-02-28T04:26:52.850Z","CE-20230002343448-contract","CE-20230002343448","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343457-82169","CE-20230002343457-82169-2023-02-28T04:26:52.874Z","CE-20230002343457-contract","CE-20230002343457","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343458-53503","CE-20230002343458-53503-2023-02-28T04:26:52.899Z","CE-20230002343458-contract","CE-20230002343458","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343477-13846","CE-20230002343477-13846-2023-02-28T04:26:52.930Z","CE-20230002343477-contract","CE-20230002343477","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343478-13846","CE-20230002343478-13846-2023-02-28T04:26:52.949Z","CE-20230002343478-contract","CE-20230002343478","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343479-13846","CE-20230002343479-13846-2023-02-28T04:26:52.968Z","CE-20230002343479-contract","CE-20230002343479","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343480-13846","CE-20230002343480-13846-2023-02-28T04:26:52.987Z","CE-20230002343480-contract","CE-20230002343480","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343481-13846","CE-20230002343481-13846-2023-02-28T04:26:53.007Z","CE-20230002343481-contract","CE-20230002343481","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343482-13846","CE-20230002343482-13846-2023-02-28T04:26:53.025Z","CE-20230002343482-contract","CE-20230002343482","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343483-13846","CE-20230002343483-13846-2023-02-28T04:26:53.045Z","CE-20230002343483-contract","CE-20230002343483","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343484-13846","CE-20230002343484-13846-2023-02-28T04:26:53.063Z","CE-20230002343484-contract","CE-20230002343484","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343485-13846","CE-20230002343485-13846-2023-02-28T04:26:53.082Z","CE-20230002343485-contract","CE-20230002343485","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343506-55685","CE-20230002343506-55685-2023-02-28T04:26:53.100Z","CE-20230002343506-contract","CE-20230002343506","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343510-55685","CE-20230002343510-55685-2023-02-28T04:26:53.154Z","CE-20230002343510-contract","CE-20230002343510","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343511-55685","CE-20230002343511-55685-2023-02-28T04:26:53.168Z","CE-20230002343511-contract","CE-20230002343511","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343512-55685","CE-20230002343512-55685-2023-02-28T04:26:53.182Z","CE-20230002343512-contract","CE-20230002343512","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343513-55685","CE-20230002343513-55685-2023-02-28T04:26:53.192Z","CE-20230002343513-contract","CE-20230002343513","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343514-55685","CE-20230002343514-55685-2023-02-28T04:26:53.203Z","CE-20230002343514-contract","CE-20230002343514","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343515-55685","CE-20230002343515-55685-2023-02-28T04:26:53.213Z","CE-20230002343515-contract","CE-20230002343515","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343516-55685","CE-20230002343516-55685-2023-02-28T04:26:53.224Z","CE-20230002343516-contract","CE-20230002343516","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343517-55685","CE-20230002343517-55685-2023-02-28T04:26:53.238Z","CE-20230002343517-contract","CE-20230002343517","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343518-2480","CE-20230002343518-2480-2023-02-28T04:26:53.252Z","CE-20230002343518-contract","CE-20230002343518","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343519-35516","CE-20230002343519-35516-2023-02-28T04:26:53.278Z","CE-20230002343519-contract","CE-20230002343519","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343520-41973","CE-20230002343520-41973-2023-02-28T04:26:53.307Z","CE-20230002343520-contract","CE-20230002343520","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343594-68925","CE-20230002343594-68925-2023-02-28T04:26:53.333Z","CE-20230002343594-contract","CE-20230002343594","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343595-68925","CE-20230002343595-68925-2023-02-28T04:26:53.358Z","CE-20230002343595-contract","CE-20230002343595","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343596-68925","CE-20230002343596-68925-2023-02-28T04:26:53.379Z","CE-20230002343596-contract","CE-20230002343596","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343597-68925","CE-20230002343597-68925-2023-02-28T04:26:53.410Z","CE-20230002343597-contract","CE-20230002343597","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343598-68925","CE-20230002343598-68925-2023-02-28T04:26:53.432Z","CE-20230002343598-contract","CE-20230002343598","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343599-68925","CE-20230002343599-68925-2023-02-28T04:26:53.455Z","CE-20230002343599-contract","CE-20230002343599","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343600-68925","CE-20230002343600-68925-2023-02-28T04:26:53.476Z","CE-20230002343600-contract","CE-20230002343600","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343601-68925","CE-20230002343601-68925-2023-02-28T04:26:53.495Z","CE-20230002343601-contract","CE-20230002343601","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343605-60350","CE-20230002343605-60350-2023-02-28T04:26:53.518Z","CE-20230002343605-contract","CE-20230002343605","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343606-60350","CE-20230002343606-60350-2023-02-28T04:26:53.540Z","CE-20230002343606-contract","CE-20230002343606","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343607-60350","CE-20230002343607-60350-2023-02-28T04:26:53.556Z","CE-20230002343607-contract","CE-20230002343607","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343608-60350","CE-20230002343608-60350-2023-02-28T04:26:53.595Z","CE-20230002343608-contract","CE-20230002343608","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343609-38391","CE-20230002343609-38391-2023-02-28T04:26:53.615Z","CE-20230002343609-contract","CE-20230002343609","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343610-38391","CE-20230002343610-38391-2023-02-28T04:26:53.629Z","CE-20230002343610-contract","CE-20230002343610","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343611-38391","CE-20230002343611-38391-2023-02-28T04:26:53.647Z","CE-20230002343611-contract","CE-20230002343611","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343614-939882","CE-20230002343614-939882-2023-02-28T04:26:53.663Z","CE-20230002343614-contract","CE-20230002343614","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343615-939882","CE-20230002343615-939882-2023-02-28T04:26:53.672Z","CE-20230002343615-contract","CE-20230002343615","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343616-443199","CE-20230002343616-443199-2023-02-28T04:26:53.682Z","CE-20230002343616-contract","CE-20230002343616","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343617-443199","CE-20230002343617-443199-2023-02-28T04:26:53.699Z","CE-20230002343617-contract","CE-20230002343617","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343618-443199","CE-20230002343618-443199-2023-02-28T04:26:53.714Z","CE-20230002343618-contract","CE-20230002343618","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343619-443199","CE-20230002343619-443199-2023-02-28T04:26:53.727Z","CE-20230002343619-contract","CE-20230002343619","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343620-443199","CE-20230002343620-443199-2023-02-28T04:26:53.742Z","CE-20230002343620-contract","CE-20230002343620","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343621-443199","CE-20230002343621-443199-2023-02-28T04:26:53.756Z","CE-20230002343621-contract","CE-20230002343621","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343622-443199","CE-20230002343622-443199-2023-02-28T04:26:53.770Z","CE-20230002343622-contract","CE-20230002343622","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343623-443199","CE-20230002343623-443199-2023-02-28T04:26:53.784Z","CE-20230002343623-contract","CE-20230002343623","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343624-443199","CE-20230002343624-443199-2023-02-28T04:26:53.803Z","CE-20230002343624-contract","CE-20230002343624","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343625-443199","CE-20230002343625-443199-2023-02-28T04:26:53.813Z","CE-20230002343625-contract","CE-20230002343625","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343627-2528","CE-20230002343627-2528-2023-02-28T04:26:53.827Z","CE-20230002343627-contract","CE-20230002343627","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343628-2528","CE-20230002343628-2528-2023-02-28T04:26:53.840Z","CE-20230002343628-contract","CE-20230002343628","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343629-1020617","CE-20230002343629-1020617-2023-02-28T04:26:53.856Z","CE-20230002343629-contract","CE-20230002343629","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343835-1111572","CE-20230002343835-1111572-2023-02-28T04:26:56.278Z","CE-20230002343835-contract","CE-20230002343835","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343661-443199","CE-20230002343661-443199-2023-02-28T04:26:53.889Z","CE-20230002343661-contract","CE-20230002343661","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343662-443199","CE-20230002343662-443199-2023-02-28T04:26:53.906Z","CE-20230002343662-contract","CE-20230002343662","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343663-443199","CE-20230002343663-443199-2023-02-28T04:26:53.922Z","CE-20230002343663-contract","CE-20230002343663","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343664-443199","CE-20230002343664-443199-2023-02-28T04:26:53.939Z","CE-20230002343664-contract","CE-20230002343664","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343665-443199","CE-20230002343665-443199-2023-02-28T04:26:53.954Z","CE-20230002343665-contract","CE-20230002343665","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343666-443199","CE-20230002343666-443199-2023-02-28T04:26:53.969Z","CE-20230002343666-contract","CE-20230002343666","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343667-443199","CE-20230002343667-443199-2023-02-28T04:26:53.983Z","CE-20230002343667-contract","CE-20230002343667","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343668-443199","CE-20230002343668-443199-2023-02-28T04:26:53.997Z","CE-20230002343668-contract","CE-20230002343668","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343669-443199","CE-20230002343669-443199-2023-02-28T04:26:54.012Z","CE-20230002343669-contract","CE-20230002343669","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343670-443199","CE-20230002343670-443199-2023-02-28T04:26:54.024Z","CE-20230002343670-contract","CE-20230002343670","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343671-183304","CE-20230002343671-183304-2023-02-28T04:26:54.038Z","CE-20230002343671-contract","CE-20230002343671","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343672-2810","CE-20230002343672-2810-2023-02-28T04:26:54.067Z","CE-20230002343672-contract","CE-20230002343672","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343673-899249","CE-20230002343673-899249-2023-02-28T04:26:54.088Z","CE-20230002343673-contract","CE-20230002343673","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343674-899249","CE-20230002343674-899249-2023-02-28T04:26:54.117Z","CE-20230002343674-contract","CE-20230002343674","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343675-899249","CE-20230002343675-899249-2023-02-28T04:26:54.133Z","CE-20230002343675-contract","CE-20230002343675","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343676-899249","CE-20230002343676-899249-2023-02-28T04:26:54.148Z","CE-20230002343676-contract","CE-20230002343676","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343677-899249","CE-20230002343677-899249-2023-02-28T04:26:54.163Z","CE-20230002343677-contract","CE-20230002343677","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343678-899249","CE-20230002343678-899249-2023-02-28T04:26:54.184Z","CE-20230002343678-contract","CE-20230002343678","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343679-899249","CE-20230002343679-899249-2023-02-28T04:26:54.199Z","CE-20230002343679-contract","CE-20230002343679","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343680-899249","CE-20230002343680-899249-2023-02-28T04:26:54.213Z","CE-20230002343680-contract","CE-20230002343680","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343681-899249","CE-20230002343681-899249-2023-02-28T04:26:54.329Z","CE-20230002343681-contract","CE-20230002343681","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343682-899249","CE-20230002343682-899249-2023-02-28T04:26:54.344Z","CE-20230002343682-contract","CE-20230002343682","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343683-899249","CE-20230002343683-899249-2023-02-28T04:26:54.359Z","CE-20230002343683-contract","CE-20230002343683","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343684-899249","CE-20230002343684-899249-2023-02-28T04:26:54.380Z","CE-20230002343684-contract","CE-20230002343684","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343685-899249","CE-20230002343685-899249-2023-02-28T04:26:54.396Z","CE-20230002343685-contract","CE-20230002343685","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343686-899249","CE-20230002343686-899249-2023-02-28T04:26:54.411Z","CE-20230002343686-contract","CE-20230002343686","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343687-899249","CE-20230002343687-899249-2023-02-28T04:26:54.426Z","CE-20230002343687-contract","CE-20230002343687","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343692-49010","CE-20230002343692-49010-2023-02-28T04:26:54.442Z","CE-20230002343692-contract","CE-20230002343692","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343693-575768","CE-20230002343693-575768-2023-02-28T04:26:54.465Z","CE-20230002343693-contract","CE-20230002343693","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343694-575768","CE-20230002343694-575768-2023-02-28T04:26:54.483Z","CE-20230002343694-contract","CE-20230002343694","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343695-575768","CE-20230002343695-575768-2023-02-28T04:26:54.500Z","CE-20230002343695-contract","CE-20230002343695","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002343696-575768","CE-20230002343696-575768-2023-02-28T04:26:54.509Z","CE-20230002343696-contract","CE-20230002343696","","","active","","","","","","",""
